,start_station_name,end_station_name,trip number
0,2nd at Folsom,2nd at South Park,253
1,2nd at Folsom,2nd at Townsend,572
2,2nd at Folsom,5th at Howard,116
3,2nd at Folsom,Beale at Market,136
4,2nd at Folsom,Broadway St at Battery St,48
5,2nd at Folsom,Civic Center BART (7th at Market),131
6,2nd at Folsom,Clay at Battery,390
7,2nd at Folsom,Commercial at Montgomery,204
8,2nd at Folsom,Davis at Jackson,75
9,2nd at Folsom,Embarcadero at Bryant,120
10,2nd at Folsom,Embarcadero at Folsom,209
11,2nd at Folsom,Embarcadero at Sansome,56
12,2nd at Folsom,Embarcadero at Vallejo,37
13,2nd at Folsom,Golden Gate at Polk,22
14,2nd at Folsom,Grant Avenue at Columbus Avenue,157
15,2nd at Folsom,Harry Bridges Plaza (Ferry Building),1097
16,2nd at Folsom,Howard at 2nd,222
17,2nd at Folsom,Market at 10th,259
18,2nd at Folsom,Market at 4th,204
19,2nd at Folsom,Market at Sansome,2016
20,2nd at Folsom,Mechanics Plaza (Market at Battery),92
21,2nd at Folsom,Post at Kearney,38
22,2nd at Folsom,Post at Kearny,73
23,2nd at Folsom,Powell Street BART,351
24,2nd at Folsom,Powell at Post (Union Square),97
25,2nd at Folsom,San Francisco Caltrain (Townsend at 4th),2381
26,2nd at Folsom,San Francisco Caltrain 2 (330 Townsend),1022
27,2nd at Folsom,San Francisco City Hall,40
28,2nd at Folsom,South Van Ness at Market,37
29,2nd at Folsom,Spear at Folsom,613
30,2nd at Folsom,Steuart at Market,290
31,2nd at Folsom,Temporary Transbay Terminal (Howard at Beale),817
32,2nd at Folsom,Townsend at 7th,397
33,2nd at Folsom,Washington at Kearney,25
34,2nd at Folsom,Washington at Kearny,255
35,2nd at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),76
36,2nd at South Park,2nd at Folsom,183
37,2nd at South Park,2nd at Townsend,261
38,2nd at South Park,5th at Howard,131
39,2nd at South Park,Beale at Market,117
40,2nd at South Park,Broadway St at Battery St,54
41,2nd at South Park,Civic Center BART (7th at Market),64
42,2nd at South Park,Clay at Battery,187
43,2nd at South Park,Commercial at Montgomery,118
44,2nd at South Park,Davis at Jackson,123
45,2nd at South Park,Embarcadero at Bryant,82
46,2nd at South Park,Embarcadero at Folsom,151
47,2nd at South Park,Embarcadero at Sansome,85
48,2nd at South Park,Embarcadero at Vallejo,363
49,2nd at South Park,Golden Gate at Polk,84
50,2nd at South Park,Grant Avenue at Columbus Avenue,159
51,2nd at South Park,Harry Bridges Plaza (Ferry Building),1430
52,2nd at South Park,Howard at 2nd,603
53,2nd at South Park,Market at 10th,192
54,2nd at South Park,Market at 4th,240
55,2nd at South Park,Market at Sansome,3679
56,2nd at South Park,Mechanics Plaza (Market at Battery),268
57,2nd at South Park,Post at Kearney,57
58,2nd at South Park,Post at Kearny,387
59,2nd at South Park,Powell Street BART,213
60,2nd at South Park,Powell at Post (Union Square),140
61,2nd at South Park,San Francisco Caltrain (Townsend at 4th),1729
62,2nd at South Park,San Francisco Caltrain 2 (330 Townsend),812
63,2nd at South Park,San Francisco City Hall,38
64,2nd at South Park,South Van Ness at Market,70
65,2nd at South Park,Spear at Folsom,200
66,2nd at South Park,Steuart at Market,487
67,2nd at South Park,Temporary Transbay Terminal (Howard at Beale),968
68,2nd at South Park,Townsend at 7th,454
69,2nd at South Park,Washington at Kearney,37
70,2nd at South Park,Washington at Kearny,185
71,2nd at South Park,Yerba Buena Center of the Arts (3rd @ Howard),172
72,2nd at Townsend,2nd at Folsom,461
73,2nd at Townsend,2nd at South Park,189
74,2nd at Townsend,5th St at Folsom St,1
75,2nd at Townsend,5th at Howard,102
76,2nd at Townsend,Beale at Market,345
77,2nd at Townsend,Broadway St at Battery St,329
78,2nd at Townsend,Civic Center BART (7th at Market),48
79,2nd at Townsend,Clay at Battery,521
80,2nd at Townsend,Commercial at Montgomery,240
81,2nd at Townsend,Davis at Jackson,811
82,2nd at Townsend,Embarcadero at Bryant,117
83,2nd at Townsend,Embarcadero at Folsom,965
84,2nd at Townsend,Embarcadero at Sansome,351
85,2nd at Townsend,Embarcadero at Vallejo,495
86,2nd at Townsend,Golden Gate at Polk,24
87,2nd at Townsend,Grant Avenue at Columbus Avenue,137
88,2nd at Townsend,Harry Bridges Plaza (Ferry Building),5032
89,2nd at Townsend,Howard at 2nd,941
90,2nd at Townsend,Market at 10th,72
91,2nd at Townsend,Market at 4th,368
92,2nd at Townsend,Market at Sansome,1832
93,2nd at Townsend,Mechanics Plaza (Market at Battery),529
94,2nd at Townsend,Post at Kearney,28
95,2nd at Townsend,Post at Kearny,179
96,2nd at Townsend,Powell Street BART,107
97,2nd at Townsend,Powell at Post (Union Square),86
98,2nd at Townsend,Redwood City Caltrain Station,1
99,2nd at Townsend,San Francisco Caltrain (Townsend at 4th),1461
100,2nd at Townsend,San Francisco Caltrain 2 (330 Townsend),357
101,2nd at Townsend,San Francisco City Hall,19
102,2nd at Townsend,South Van Ness at Market,66
103,2nd at Townsend,Spear at Folsom,688
104,2nd at Townsend,Steuart at Market,3287
105,2nd at Townsend,Temporary Transbay Terminal (Howard at Beale),1646
106,2nd at Townsend,Townsend at 7th,933
107,2nd at Townsend,Washington at Kearny,44
108,2nd at Townsend,Yerba Buena Center of the Arts (3rd @ Howard),174
109,5th S at E. San Salvador St,Japantown,1
110,5th S at E. San Salvador St,S. Market St at Park Ave,1
111,5th S at E. San Salvador St,San Jose Diridon Caltrain Station,2
112,5th St at E. San Salvador St,San Jose Diridon Caltrain Station,1
113,5th St at Folsom St,2nd at Folsom,1
114,5th St at Folsom St,2nd at Townsend,1
115,5th St at Folsom St,5th at Howard,1
116,5th St at Folsom St,Golden Gate at Polk,13
117,5th St at Folsom St,Grant Avenue at Columbus Avenue,1
118,5th St at Folsom St,Howard at 2nd,1
119,5th St at Folsom St,Market at 4th,16
120,5th St at Folsom St,Mechanics Plaza (Market at Battery),5
121,5th St at Folsom St,Post at Kearny,8
122,5th St at Folsom St,Powell Street BART,6
123,5th St at Folsom St,San Francisco Caltrain (Townsend at 4th),2
124,5th St at Folsom St,San Francisco Caltrain 2 (330 Townsend),8
125,5th St at Folsom St,San Francisco City Hall,2
126,5th St at Folsom St,South Van Ness at Market,2
127,5th St at Folsom St,Spear at Folsom,3
128,5th St at Folsom St,Washington at Kearny,1
129,5th St at Folsom St,Yerba Buena Center of the Arts (3rd @ Howard),1
130,5th at Howard,2nd at Folsom,87
131,5th at Howard,2nd at South Park,86
132,5th at Howard,2nd at Townsend,54
133,5th at Howard,Beale at Market,87
134,5th at Howard,Broadway St at Battery St,76
135,5th at Howard,Civic Center BART (7th at Market),243
136,5th at Howard,Clay at Battery,109
137,5th at Howard,Commercial at Montgomery,189
138,5th at Howard,Davis at Jackson,47
139,5th at Howard,Embarcadero at Bryant,24
140,5th at Howard,Embarcadero at Folsom,68
141,5th at Howard,Embarcadero at Sansome,129
142,5th at Howard,Embarcadero at Vallejo,68
143,5th at Howard,Golden Gate at Polk,103
144,5th at Howard,Grant Avenue at Columbus Avenue,34
145,5th at Howard,Harry Bridges Plaza (Ferry Building),434
146,5th at Howard,Howard at 2nd,102
147,5th at Howard,Market at 10th,278
148,5th at Howard,Market at 4th,332
149,5th at Howard,Market at Sansome,232
150,5th at Howard,Mechanics Plaza (Market at Battery),82
151,5th at Howard,Post at Kearney,17
152,5th at Howard,Post at Kearny,221
153,5th at Howard,Powell Street BART,182
154,5th at Howard,Powell at Post (Union Square),38
155,5th at Howard,San Francisco Caltrain (Townsend at 4th),1562
156,5th at Howard,San Francisco Caltrain 2 (330 Townsend),2032
157,5th at Howard,San Francisco City Hall,29
158,5th at Howard,South Van Ness at Market,108
159,5th at Howard,Spear at Folsom,159
160,5th at Howard,Steuart at Market,460
161,5th at Howard,Temporary Transbay Terminal (Howard at Beale),1148
162,5th at Howard,Townsend at 7th,269
163,5th at Howard,Washington at Kearney,16
164,5th at Howard,Washington at Kearny,72
165,5th at Howard,Yerba Buena Center of the Arts (3rd @ Howard),70
166,Adobe on Almaden,Arena Green / SAP Center,2
167,Adobe on Almaden,MLK Library,24
168,Adobe on Almaden,Paseo de San Antonio,19
169,Adobe on Almaden,Ryland Park,31
170,Adobe on Almaden,SJSU - San Salvador at 9th,17
171,Adobe on Almaden,SJSU 4th at San Carlos,22
172,Adobe on Almaden,San Jose City Hall,13
173,Adobe on Almaden,San Jose Civic Center,21
174,Adobe on Almaden,San Jose Diridon Caltrain Station,728
175,Adobe on Almaden,San Pedro Square,16
176,Adobe on Almaden,San Salvador at 1st,47
177,Adobe on Almaden,Santa Clara County Civic Center,4
178,Adobe on Almaden,Santa Clara at Almaden,7
179,Adobe on Almaden,St James Park,7
180,Arena Green / SAP Center,Adobe on Almaden,1
181,Arena Green / SAP Center,Japantown,15
182,Arena Green / SAP Center,MLK Library,5
183,Arena Green / SAP Center,Paseo de San Antonio,16
184,Arena Green / SAP Center,Ryland Park,31
185,Arena Green / SAP Center,SJSU - San Salvador at 9th,2
186,Arena Green / SAP Center,SJSU 4th at San Carlos,6
187,Arena Green / SAP Center,San Jose City Hall,5
188,Arena Green / SAP Center,San Jose Civic Center,5
189,Arena Green / SAP Center,San Jose Diridon Caltrain Station,12
190,Arena Green / SAP Center,San Pedro Square,49
191,Arena Green / SAP Center,San Salvador at 1st,10
192,Arena Green / SAP Center,Santa Clara County Civic Center,45
193,Arena Green / SAP Center,Santa Clara at Almaden,208
194,Arena Green / SAP Center,St James Park,75
195,Beale at Market,2nd at Folsom,37
196,Beale at Market,2nd at South Park,521
197,Beale at Market,2nd at Townsend,987
198,Beale at Market,5th St at Folsom St,1
199,Beale at Market,5th at Howard,73
200,Beale at Market,Broadway St at Battery St,1298
201,Beale at Market,Civic Center BART (7th at Market),81
202,Beale at Market,Clay at Battery,44
203,Beale at Market,Commercial at Montgomery,828
204,Beale at Market,Davis at Jackson,349
205,Beale at Market,Embarcadero at Bryant,290
206,Beale at Market,Embarcadero at Folsom,123
207,Beale at Market,Embarcadero at Sansome,1023
208,Beale at Market,Embarcadero at Vallejo,684
209,Beale at Market,Golden Gate at Polk,86
210,Beale at Market,Grant Avenue at Columbus Avenue,258
211,Beale at Market,Harry Bridges Plaza (Ferry Building),126
212,Beale at Market,Howard at 2nd,93
213,Beale at Market,Market at 10th,193
214,Beale at Market,Market at 4th,203
215,Beale at Market,Market at Sansome,71
216,Beale at Market,Mechanics Plaza (Market at Battery),41
217,Beale at Market,Post at Kearney,13
218,Beale at Market,Post at Kearny,58
219,Beale at Market,Powell Street BART,235
220,Beale at Market,Powell at Post (Union Square),92
221,Beale at Market,San Francisco Caltrain (Townsend at 4th),2381
222,Beale at Market,San Francisco Caltrain 2 (330 Townsend),1284
223,Beale at Market,San Francisco City Hall,27
224,Beale at Market,South Van Ness at Market,110
225,Beale at Market,Spear at Folsom,461
226,Beale at Market,Steuart at Market,56
227,Beale at Market,Temporary Transbay Terminal (Howard at Beale),911
228,Beale at Market,Townsend at 7th,121
229,Beale at Market,Washington at Kearney,9
230,Beale at Market,Washington at Kearny,57
231,Beale at Market,Yerba Buena Center of the Arts (3rd @ Howard),111
232,Broadway St at Battery St,2nd at Folsom,18
233,Broadway St at Battery St,2nd at South Park,49
234,Broadway St at Battery St,2nd at Townsend,513
235,Broadway St at Battery St,5th at Howard,84
236,Broadway St at Battery St,Beale at Market,998
237,Broadway St at Battery St,Civic Center BART (7th at Market),144
238,Broadway St at Battery St,Clay at Battery,302
239,Broadway St at Battery St,Commercial at Montgomery,53
240,Broadway St at Battery St,Davis at Jackson,142
241,Broadway St at Battery St,Embarcadero at Bryant,202
242,Broadway St at Battery St,Embarcadero at Folsom,116
243,Broadway St at Battery St,Embarcadero at Sansome,112
244,Broadway St at Battery St,Embarcadero at Vallejo,9
245,Broadway St at Battery St,Golden Gate at Polk,42
246,Broadway St at Battery St,Grant Avenue at Columbus Avenue,16
247,Broadway St at Battery St,Harry Bridges Plaza (Ferry Building),148
248,Broadway St at Battery St,Howard at 2nd,43
249,Broadway St at Battery St,Market at 10th,73
250,Broadway St at Battery St,Market at 4th,172
251,Broadway St at Battery St,Market at Sansome,398
252,Broadway St at Battery St,Mechanics Plaza (Market at Battery),610
253,Broadway St at Battery St,Post at Kearney,1
254,Broadway St at Battery St,Post at Kearny,82
255,Broadway St at Battery St,Powell Street BART,76
256,Broadway St at Battery St,Powell at Post (Union Square),113
257,Broadway St at Battery St,San Francisco Caltrain (Townsend at 4th),1808
258,Broadway St at Battery St,San Francisco Caltrain 2 (330 Townsend),788
259,Broadway St at Battery St,San Francisco City Hall,18
260,Broadway St at Battery St,South Van Ness at Market,53
261,Broadway St at Battery St,Spear at Folsom,149
262,Broadway St at Battery St,Steuart at Market,1078
263,Broadway St at Battery St,Temporary Transbay Terminal (Howard at Beale),965
264,Broadway St at Battery St,Townsend at 7th,37
265,Broadway St at Battery St,Washington at Kearny,11
266,Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),38
267,Broadway at Main,Redwood City Caltrain Station,3
268,Broadway at Main,Redwood City Medical Center,1
269,Broadway at Main,Redwood City Public Library,2
270,Broadway at Main,San Mateo County Center,1
271,California Ave Caltrain Station,Cowper at University,46
272,California Ave Caltrain Station,Mountain View Caltrain Station,1
273,California Ave Caltrain Station,Palo Alto Caltrain Station,133
274,California Ave Caltrain Station,Park at Olive,28
275,California Ave Caltrain Station,Rengstorff Avenue / California Street,2
276,California Ave Caltrain Station,San Antonio Caltrain Station,34
277,California Ave Caltrain Station,San Antonio Shopping Center,3
278,California Ave Caltrain Station,University and Emerson,35
279,Castro Street and El Camino Real,Evelyn Park and Ride,3
280,Castro Street and El Camino Real,Mountain View Caltrain Station,1926
281,Castro Street and El Camino Real,Mountain View City Hall,35
282,Castro Street and El Camino Real,Park at Olive,1
283,Castro Street and El Camino Real,Rengstorff Avenue / California Street,1
284,Castro Street and El Camino Real,San Antonio Caltrain Station,1
285,Castro Street and El Camino Real,San Antonio Shopping Center,30
286,Charleston Park/ North Bayshore Area,Mountain View Caltrain Station,61
287,Charleston Park/ North Bayshore Area,Mountain View City Hall,2
288,Charleston Park/ North Bayshore Area,San Antonio Caltrain Station,8
289,Charleston Park/ North Bayshore Area,San Antonio Shopping Center,1
290,Civic Center BART (7th at Market),2nd at Folsom,57
291,Civic Center BART (7th at Market),2nd at South Park,119
292,Civic Center BART (7th at Market),2nd at Townsend,61
293,Civic Center BART (7th at Market),5th St at Folsom St,7
294,Civic Center BART (7th at Market),5th at Howard,146
295,Civic Center BART (7th at Market),Beale at Market,261
296,Civic Center BART (7th at Market),Broadway St at Battery St,56
297,Civic Center BART (7th at Market),Clay at Battery,183
298,Civic Center BART (7th at Market),Commercial at Montgomery,137
299,Civic Center BART (7th at Market),Davis at Jackson,45
300,Civic Center BART (7th at Market),Embarcadero at Bryant,22
301,Civic Center BART (7th at Market),Embarcadero at Folsom,88
302,Civic Center BART (7th at Market),Embarcadero at Sansome,313
303,Civic Center BART (7th at Market),Embarcadero at Vallejo,61
304,Civic Center BART (7th at Market),Golden Gate at Polk,214
305,Civic Center BART (7th at Market),Grant Avenue at Columbus Avenue,68
306,Civic Center BART (7th at Market),Harry Bridges Plaza (Ferry Building),52
307,Civic Center BART (7th at Market),Howard at 2nd,55
308,Civic Center BART (7th at Market),Market at 10th,443
309,Civic Center BART (7th at Market),Market at 4th,370
310,Civic Center BART (7th at Market),Market at Sansome,511
311,Civic Center BART (7th at Market),Mechanics Plaza (Market at Battery),213
312,Civic Center BART (7th at Market),Post at Kearney,16
313,Civic Center BART (7th at Market),Post at Kearny,88
314,Civic Center BART (7th at Market),Powell Street BART,181
315,Civic Center BART (7th at Market),Powell at Post (Union Square),46
316,Civic Center BART (7th at Market),San Francisco Caltrain (Townsend at 4th),549
317,Civic Center BART (7th at Market),San Francisco Caltrain 2 (330 Townsend),690
318,Civic Center BART (7th at Market),San Francisco City Hall,35
319,Civic Center BART (7th at Market),South Van Ness at Market,691
320,Civic Center BART (7th at Market),Spear at Folsom,49
321,Civic Center BART (7th at Market),Steuart at Market,309
322,Civic Center BART (7th at Market),Temporary Transbay Terminal (Howard at Beale),546
323,Civic Center BART (7th at Market),Townsend at 7th,2789
324,Civic Center BART (7th at Market),Washington at Kearney,2
325,Civic Center BART (7th at Market),Washington at Kearny,72
326,Civic Center BART (7th at Market),Yerba Buena Center of the Arts (3rd @ Howard),58
327,Clay at Battery,2nd at Folsom,114
328,Clay at Battery,2nd at South Park,113
329,Clay at Battery,2nd at Townsend,547
330,Clay at Battery,5th at Howard,72
331,Clay at Battery,Beale at Market,111
332,Clay at Battery,Broadway St at Battery St,151
333,Clay at Battery,Civic Center BART (7th at Market),97
334,Clay at Battery,Commercial at Montgomery,16
335,Clay at Battery,Davis at Jackson,52
336,Clay at Battery,Embarcadero at Bryant,117
337,Clay at Battery,Embarcadero at Folsom,111
338,Clay at Battery,Embarcadero at Sansome,432
339,Clay at Battery,Embarcadero at Vallejo,44
340,Clay at Battery,Golden Gate at Polk,29
341,Clay at Battery,Grant Avenue at Columbus Avenue,190
342,Clay at Battery,Harry Bridges Plaza (Ferry Building),93
343,Clay at Battery,Howard at 2nd,128
344,Clay at Battery,Market at 10th,55
345,Clay at Battery,Market at 4th,130
346,Clay at Battery,Market at Sansome,187
347,Clay at Battery,Mechanics Plaza (Market at Battery),99
348,Clay at Battery,Post at Kearney,9
349,Clay at Battery,Post at Kearny,53
350,Clay at Battery,Powell Street BART,178
351,Clay at Battery,Powell at Post (Union Square),57
352,Clay at Battery,San Francisco Caltrain (Townsend at 4th),2063
353,Clay at Battery,San Francisco Caltrain 2 (330 Townsend),469
354,Clay at Battery,San Francisco City Hall,23
355,Clay at Battery,South Van Ness at Market,47
356,Clay at Battery,Spear at Folsom,134
357,Clay at Battery,Steuart at Market,80
358,Clay at Battery,Temporary Transbay Terminal (Howard at Beale),599
359,Clay at Battery,Townsend at 7th,103
360,Clay at Battery,Washington at Kearney,7
361,Clay at Battery,Washington at Kearny,12
362,Clay at Battery,Yerba Buena Center of the Arts (3rd @ Howard),50
363,Commercial at Montgomery,2nd at Folsom,71
364,Commercial at Montgomery,2nd at South Park,135
365,Commercial at Montgomery,2nd at Townsend,166
366,Commercial at Montgomery,5th at Howard,203
367,Commercial at Montgomery,Beale at Market,235
368,Commercial at Montgomery,Broadway St at Battery St,120
369,Commercial at Montgomery,Civic Center BART (7th at Market),74
370,Commercial at Montgomery,Clay at Battery,37
371,Commercial at Montgomery,Cyril Magnin St at Ellis St,1
372,Commercial at Montgomery,Davis at Jackson,598
373,Commercial at Montgomery,Embarcadero at Bryant,358
374,Commercial at Montgomery,Embarcadero at Folsom,133
375,Commercial at Montgomery,Embarcadero at Sansome,95
376,Commercial at Montgomery,Embarcadero at Vallejo,8
377,Commercial at Montgomery,Golden Gate at Polk,22
378,Commercial at Montgomery,Grant Avenue at Columbus Avenue,51
379,Commercial at Montgomery,Harry Bridges Plaza (Ferry Building),179
380,Commercial at Montgomery,Howard at 2nd,121
381,Commercial at Montgomery,Market at 10th,110
382,Commercial at Montgomery,Market at 4th,208
383,Commercial at Montgomery,Market at Sansome,649
384,Commercial at Montgomery,Mechanics Plaza (Market at Battery),350
385,Commercial at Montgomery,Post at Kearney,30
386,Commercial at Montgomery,Post at Kearny,77
387,Commercial at Montgomery,Powell Street BART,357
388,Commercial at Montgomery,Powell at Post (Union Square),103
389,Commercial at Montgomery,San Francisco Caltrain (Townsend at 4th),1311
390,Commercial at Montgomery,San Francisco Caltrain 2 (330 Townsend),520
391,Commercial at Montgomery,San Francisco City Hall,103
392,Commercial at Montgomery,South Van Ness at Market,103
393,Commercial at Montgomery,Spear at Folsom,254
394,Commercial at Montgomery,Steuart at Market,76
395,Commercial at Montgomery,Temporary Transbay Terminal (Howard at Beale),1098
396,Commercial at Montgomery,Townsend at 7th,130
397,Commercial at Montgomery,Washington at Kearny,5
398,Commercial at Montgomery,Yerba Buena Center of the Arts (3rd @ Howard),485
399,Cowper at University,Broadway at Main,1
400,Cowper at University,California Ave Caltrain Station,58
401,Cowper at University,Palo Alto Caltrain Station,922
402,Cowper at University,Park at Olive,19
403,Cowper at University,Stanford in Redwood City,1
404,Cowper at University,University and Emerson,138
405,Cyril Magnin St at Ellis St,2nd at South Park,1
406,Cyril Magnin St at Ellis St,Clay at Battery,1
407,Cyril Magnin St at Ellis St,Commercial at Montgomery,1
408,Cyril Magnin St at Ellis St,Harry Bridges Plaza (Ferry Building),1
409,Cyril Magnin St at Ellis St,Market at 10th,2
410,Cyril Magnin St at Ellis St,Market at 4th,1
411,Cyril Magnin St at Ellis St,Powell Street BART,1
412,Cyril Magnin St at Ellis St,San Francisco Caltrain (Townsend at 4th),3
413,Cyril Magnin St at Ellis St,San Francisco Caltrain 2 (330 Townsend),1
414,Cyril Magnin St at Ellis St,Steuart at Market,1
415,Cyril Magnin St at Ellis St,Townsend at 7th,1
416,Davis at Jackson,2nd at Folsom,44
417,Davis at Jackson,2nd at South Park,107
418,Davis at Jackson,2nd at Townsend,718
419,Davis at Jackson,5th at Howard,31
420,Davis at Jackson,Beale at Market,365
421,Davis at Jackson,Broadway St at Battery St,157
422,Davis at Jackson,Civic Center BART (7th at Market),124
423,Davis at Jackson,Clay at Battery,37
424,Davis at Jackson,Commercial at Montgomery,226
425,Davis at Jackson,Embarcadero at Bryant,107
426,Davis at Jackson,Embarcadero at Folsom,155
427,Davis at Jackson,Embarcadero at Sansome,505
428,Davis at Jackson,Embarcadero at Vallejo,81
429,Davis at Jackson,Golden Gate at Polk,24
430,Davis at Jackson,Grant Avenue at Columbus Avenue,59
431,Davis at Jackson,Harry Bridges Plaza (Ferry Building),134
432,Davis at Jackson,Howard at 2nd,150
433,Davis at Jackson,Market at 10th,86
434,Davis at Jackson,Market at 4th,191
435,Davis at Jackson,Market at Sansome,213
436,Davis at Jackson,Mechanics Plaza (Market at Battery),160
437,Davis at Jackson,Post at Kearney,13
438,Davis at Jackson,Post at Kearny,83
439,Davis at Jackson,Powell Street BART,68
440,Davis at Jackson,Powell at Post (Union Square),168
441,Davis at Jackson,San Francisco Caltrain (Townsend at 4th),1952
442,Davis at Jackson,San Francisco Caltrain 2 (330 Townsend),632
443,Davis at Jackson,San Francisco City Hall,8
444,Davis at Jackson,South Van Ness at Market,23
445,Davis at Jackson,Spear at Folsom,232
446,Davis at Jackson,Steuart at Market,142
447,Davis at Jackson,Temporary Transbay Terminal (Howard at Beale),358
448,Davis at Jackson,Townsend at 7th,39
449,Davis at Jackson,Washington at Kearney,3
450,Davis at Jackson,Washington at Kearny,30
451,Davis at Jackson,Yerba Buena Center of the Arts (3rd @ Howard),18
452,Embarcadero at Bryant,2nd at Folsom,123
453,Embarcadero at Bryant,2nd at South Park,60
454,Embarcadero at Bryant,2nd at Townsend,318
455,Embarcadero at Bryant,5th at Howard,48
456,Embarcadero at Bryant,Beale at Market,195
457,Embarcadero at Bryant,Broadway St at Battery St,215
458,Embarcadero at Bryant,Civic Center BART (7th at Market),54
459,Embarcadero at Bryant,Clay at Battery,297
460,Embarcadero at Bryant,Commercial at Montgomery,485
461,Embarcadero at Bryant,Davis at Jackson,98
462,Embarcadero at Bryant,Embarcadero at Folsom,634
463,Embarcadero at Bryant,Embarcadero at Sansome,359
464,Embarcadero at Bryant,Embarcadero at Vallejo,760
465,Embarcadero at Bryant,Golden Gate at Polk,5
466,Embarcadero at Bryant,Grant Avenue at Columbus Avenue,15
467,Embarcadero at Bryant,Harry Bridges Plaza (Ferry Building),865
468,Embarcadero at Bryant,Howard at 2nd,97
469,Embarcadero at Bryant,Market at 10th,13
470,Embarcadero at Bryant,Market at 4th,84
471,Embarcadero at Bryant,Market at Sansome,81
472,Embarcadero at Bryant,Mechanics Plaza (Market at Battery),717
473,Embarcadero at Bryant,Post at Kearney,8
474,Embarcadero at Bryant,Post at Kearny,24
475,Embarcadero at Bryant,Powell Street BART,26
476,Embarcadero at Bryant,Powell at Post (Union Square),12
477,Embarcadero at Bryant,San Francisco Caltrain (Townsend at 4th),2124
478,Embarcadero at Bryant,San Francisco Caltrain 2 (330 Townsend),646
479,Embarcadero at Bryant,San Francisco City Hall,6
480,Embarcadero at Bryant,South Van Ness at Market,7
481,Embarcadero at Bryant,Spear at Folsom,112
482,Embarcadero at Bryant,Steuart at Market,795
483,Embarcadero at Bryant,Temporary Transbay Terminal (Howard at Beale),161
484,Embarcadero at Bryant,Townsend at 7th,380
485,Embarcadero at Bryant,Washington at Kearney,17
486,Embarcadero at Bryant,Washington at Kearny,46
487,Embarcadero at Bryant,Yerba Buena Center of the Arts (3rd @ Howard),51
488,Embarcadero at Folsom,2nd at Folsom,39
489,Embarcadero at Folsom,2nd at South Park,248
490,Embarcadero at Folsom,2nd at Townsend,1065
491,Embarcadero at Folsom,5th at Howard,75
492,Embarcadero at Folsom,Beale at Market,51
493,Embarcadero at Folsom,Broadway St at Battery St,126
494,Embarcadero at Folsom,Civic Center BART (7th at Market),62
495,Embarcadero at Folsom,Clay at Battery,55
496,Embarcadero at Folsom,Commercial at Montgomery,98
497,Embarcadero at Folsom,Davis at Jackson,141
498,Embarcadero at Folsom,Embarcadero at Bryant,443
499,Embarcadero at Folsom,Embarcadero at Sansome,682
500,Embarcadero at Folsom,Embarcadero at Vallejo,227
501,Embarcadero at Folsom,Golden Gate at Polk,14
502,Embarcadero at Folsom,Grant Avenue at Columbus Avenue,213
503,Embarcadero at Folsom,Harry Bridges Plaza (Ferry Building),217
504,Embarcadero at Folsom,Howard at 2nd,147
505,Embarcadero at Folsom,Market at 10th,31
506,Embarcadero at Folsom,Market at 4th,90
507,Embarcadero at Folsom,Market at Sansome,114
508,Embarcadero at Folsom,Mechanics Plaza (Market at Battery),117
509,Embarcadero at Folsom,Post at Kearney,3
510,Embarcadero at Folsom,Post at Kearny,45
511,Embarcadero at Folsom,Powell Street BART,40
512,Embarcadero at Folsom,Powell at Post (Union Square),25
513,Embarcadero at Folsom,San Francisco Caltrain (Townsend at 4th),4683
514,Embarcadero at Folsom,San Francisco Caltrain 2 (330 Townsend),2086
515,Embarcadero at Folsom,San Francisco City Hall,6
516,Embarcadero at Folsom,South Van Ness at Market,57
517,Embarcadero at Folsom,Spear at Folsom,16
518,Embarcadero at Folsom,Steuart at Market,353
519,Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),39
520,Embarcadero at Folsom,Townsend at 7th,327
521,Embarcadero at Folsom,Washington at Kearney,75
522,Embarcadero at Folsom,Washington at Kearny,282
523,Embarcadero at Folsom,Yerba Buena Center of the Arts (3rd @ Howard),135
524,Embarcadero at Sansome,2nd at Folsom,15
525,Embarcadero at Sansome,2nd at South Park,66
526,Embarcadero at Sansome,2nd at Townsend,283
527,Embarcadero at Sansome,5th at Howard,52
528,Embarcadero at Sansome,Beale at Market,997
529,Embarcadero at Sansome,Broadway St at Battery St,82
530,Embarcadero at Sansome,Civic Center BART (7th at Market),120
531,Embarcadero at Sansome,Clay at Battery,718
532,Embarcadero at Sansome,Commercial at Montgomery,150
533,Embarcadero at Sansome,Davis at Jackson,482
534,Embarcadero at Sansome,Embarcadero at Bryant,244
535,Embarcadero at Sansome,Embarcadero at Folsom,750
536,Embarcadero at Sansome,Embarcadero at Vallejo,110
537,Embarcadero at Sansome,Golden Gate at Polk,169
538,Embarcadero at Sansome,Grant Avenue at Columbus Avenue,32
539,Embarcadero at Sansome,Harry Bridges Plaza (Ferry Building),1843
540,Embarcadero at Sansome,Howard at 2nd,156
541,Embarcadero at Sansome,Market at 10th,66
542,Embarcadero at Sansome,Market at 4th,192
543,Embarcadero at Sansome,Market at Sansome,513
544,Embarcadero at Sansome,Mechanics Plaza (Market at Battery),441
545,Embarcadero at Sansome,Post at Kearney,17
